City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
65,iskateley,67.6803,53.1512,22.379999999999995,52,21,4.58,RU,1691585657
66,udachny,66.4167,112.4,25.25,35,0,6.43,RU,1691585657
67,kapit,2.0167,112.9333,24.870000000000005,92,100,0.55,MY,1691585657
68,anadyr,64.75,177.4833,9.28000000000003,81,100,7.6,RU,1691585657
69,pembroke,45.8168,-77.1162,16.99000000000001,66,12,3.33,CA,1691585582
70,um jar al gharbiyya,13.8013,32.4078,33.97000000000003,38,70,3.29,SD,1691585657
71,peace river,56.2501,-117.286,15.360000000000014,100,100,2.06,CA,1691585659
72,myeik,12.4333,98.6,26.220000000000027,89,100,2.99,MM,1691585659
73,new norfolk,-42.7826,147.0587,12.730000000000018,63,100,2.77,AU,1691585659
74,whitehorse,60.7161,-135.0538,9.890000000000043,78,40,2.06,CA,1691585419
75,atafu village,-8.5421,-172.5159,28.08000000000004,81,95,5.46,TK,1691585659
76,revda,56.801,59.9303,25.04000000000002,46,27,2.91,RU,1691585659
77,port mathurin,-19.6833,63.4167,22.870000000000005,66,49,7.6,MU,1691585659
78,murun-kuren,49.6342,100.1625,17.410000000000025,81,32,1.84,MN,1691585659
79,koshki,54.2091,50.4677,30.700000000000045,25,0,5.56,RU,1691585659
80,lebu,-37.6167,-73.65,12.490000000000009,75,100,7.51,CL,1691585660
81,regina,50.4501,-104.6178,12.990000000000009,77,75,3.09,CA,1691585576
82,lauro de freitas,-12.8944,-38.3272,27.010000000000048,69,75,6.69,BR,1691585660
83,coquimbo,-29.9533,-71.3436,12.850000000000023,87,75,1.54,CL,1691585580
84,strezhevoy,60.7333,77.5889,14.080000000000041,90,100,6.99,RU,1691585660
85,alice springs,-23.7,133.8833,12.75,47,0,0.0,AU,1691585660
86,kristianstad,56.0313,14.1524,14.080000000000041,82,75,5.66,SE,1691585660
87,al lagowa,11.4,29.1333,30.160000000000025,54,35,2.87,SD,1691585660
88,yelizovo,53.1873,158.3805,15.080000000000041,72,40,2.0,RU,1691585661
89,mar del plata,-38.0023,-57.5575,11.640000000000043,83,0,3.6,AR,1691585661
90,kushiro,42.975,144.3747,19.980000000000018,100,100,3.8,JP,1691585661
91,bengkulu,-3.8004,102.2655,25.650000000000034,89,51,3.43,ID,1691585661
92,sitka,57.0531,-135.33,13.939999999999998,94,100,0.0,US,1691585661
93,la junta,37.985,-103.5438,18.370000000000005,93,20,0.0,US,1691585661
94,waddan,29.1614,16.139,33.60000000000002,22,0,4.03,LY,1691585661
95,ambodifotatra,-16.9833,49.85,23.03000000000003,88,75,6.17,MG,1691585661
96,crucecita,-28.95,-58.9833,15.240000000000009,83,65,3.2,AR,1691585662
97,nuuk,64.1835,-51.7216,4.340000000000032,100,100,2.57,GL,1691585662
98,mejit,10.2753,170.8646,28.110000000000014,70,52,4.97,MH,1691585662
99,chibougamau,49.9168,-74.3659,13.79000000000002,82,75,2.57,CA,1691585375
100,nyergesujfalu,47.7603,18.5569,23.510000000000048,66,100,3.36,HU,1691585662
101,san carlos,9.6612,-68.5827,26.670000000000016,85,13,0.38,VE,1691585662
102,mhamid,29.82,-5.72,43.69,7,0,6.77,MA,1691585662
103,east aurora,42.7678,-78.6134,22.100000000000023,88,24,1.79,US,1691585662
104,codrington,-38.2667,141.9667,9.340000000000032,95,100,5.27,AU,1691585662
105,malanje,-9.5402,16.341,32.60000000000002,15,7,1.94,AO,1691585663
106,hamilton,39.1834,-84.5333,22.220000000000027,91,0,3.6,US,1691585449
107,ingeniero guillermo n. juarez,-23.9,-61.85,18.480000000000018,59,0,2.19,AR,1691585663
108,nemuro,43.3236,145.575,19.07000000000005,100,100,5.98,JP,1691585663
109,songea,-10.6833,35.65,23.640000000000043,46,40,2.06,TZ,1691585663
110,buala,-8.145,159.5921,25.75,87,100,4.04,SB,1691585663
111,qaqortoq,60.7167,-46.0333,9.28000000000003,61,29,2.67,GL,1691585663
112,gaspe,48.8334,-64.4819,17.120000000000005,100,100,9.26,CA,1691585663
113,kharp,66.8014,65.8081,15.900000000000034,58,100,4.98,RU,1691585663
114,guane,22.2025,-84.0875,29.07000000000005,74,3,1.85,CU,1691585664
115,hue,16.4667,107.6,34.06,43,20,1.03,VN,1691585642
116,hermanus,-34.4187,19.2345,20.450000000000045,61,0,3.65,ZA,1691585664
117,talnakh,69.4865,88.3972,23.450000000000045,44,49,5.59,RU,1691585664
118,olyokminsk,60.3736,120.4264,19.33000000000004,80,12,1.71,RU,1691585664
119,lerwick,60.1545,-1.1494,13.0,74,100,13.48,GB,1691585664
120,villa maria grande,-31.6656,-59.9018,11.54000000000002,69,6,4.11,AR,1691585664
121,carnarvon,-24.8667,113.6333,20.470000000000027,70,48,6.58,AU,1691585664
122,mokhsogollokh,61.4681,128.9203,13.240000000000009,65,9,1.62,RU,1691585664
123,flin flon,54.7682,-101.865,10.910000000000025,87,0,2.06,CA,1691585665
124,villa gesell,-37.2639,-56.973,13.360000000000014,81,6,5.94,AR,1691585665
125,vilyuchinsk,52.9306,158.4028,15.150000000000034,72,100,4.26,RU,1691585665
126,pemangkat,1.1667,108.9667,27.120000000000005,83,37,3.26,ID,1691585665
127,colon,9.3592,-79.9014,24.950000000000045,87,95,2.24,PA,1691585665
128,georgetown,5.4112,100.3354,29.99000000000001,76,20,3.13,MY,1691585566
129,san patricio,28.017,-97.5169,29.370000000000005,81,3,6.39,US,1691585665
130,bandraboua,-12.7044,45.1223,27.82000000000005,73,0,4.77,YT,1691585665
131,neiafu,-18.65,-173.9833,25.07000000000005,86,68,4.67,TO,1691585665
132,krasnokamensk,50.0979,118.0369,19.04000000000002,60,78,1.74,RU,1691585666
133,cottbus,51.7667,14.3333,20.100000000000023,56,98,1.34,DE,1691585666
134,saynshand,44.8824,110.1163,28.410000000000025,25,100,5.31,MN,1691585666
135,touros,-5.1989,-35.4608,27.930000000000007,67,60,6.88,BR,1691585666
136,shortandy,51.7006,70.9994,27.260000000000048,28,100,4.63,KZ,1691585666
137,ribeira grande,38.5167,-28.7,25.430000000000007,83,20,8.23,PT,1691585666
138,sinabang,2.4803,96.3801,27.060000000000002,78,27,2.5,ID,1691585666
139,lihue,21.9789,-159.3672,26.77000000000004,74,100,11.32,US,1691585666
140,vanimo,-2.6741,141.3028,26.170000000000016,86,40,2.29,PG,1691585667
141,san carlos del zulia,9.0,-71.9135,27.680000000000007,76,66,1.66,VE,1691585667
142,fale old settlement,-9.3852,-171.2468,27.99000000000001,79,33,6.37,TK,1691585667
143,cabo san lucas,22.8909,-109.9124,30.28000000000003,72,11,4.47,MX,1691585501
144,leua,48.2156,18.6071,19.720000000000027,82,100,2.93,SK,1691585667
145,darnah,32.767,22.6367,27.590000000000032,65,0,10.45,LY,1691585667
146,jolalpan,18.325,-98.8417,20.210000000000036,84,78,0.62,MX,1691585667
147,st. john's,47.5649,-52.7093,14.260000000000048,88,100,1.03,CA,1691585386
148,itoman,26.1247,127.6694,28.430000000000007,91,40,5.14,JP,1691585668
149,porto novo,6.4965,2.6036,26.900000000000034,66,65,6.64,BJ,1691585649
150,ust-nera,64.5667,143.2,14.970000000000027,65,71,1.77,RU,1691585668
151,pisco,-13.7,-76.2167,16.680000000000007,88,75,0.0,PE,1691585668
152,rehoboth,-23.3167,17.0833,24.53000000000003,19,100,4.14,NA,1691585668
153,cape town,-33.9258,18.4232,22.840000000000032,44,0,3.09,ZA,1691585668
154,verdal,63.7933,11.4817,19.02000000000004,45,10,7.09,NO,1691585668
155,lamar,33.6668,-95.5836,27.58000000000004,94,0,2.06,US,1691585668
156,debre werk',10.6667,38.1667,17.200000000000045,76,100,1.52,ET,1691585668
157,kayangel,8.0823,134.7173,27.900000000000034,77,100,6.75,PW,1691585668
158,antofagasta,-23.65,-70.4,16.600000000000023,75,55,1.56,CL,1691585580
159,turtas,58.9417,69.1325,20.53000000000003,66,100,3.67,RU,1691585669
160,columbia falls,48.3725,-114.1815,16.29000000000002,85,100,0.0,US,1691585669
161,cynthiana,38.3904,-84.2941,23.140000000000043,77,2,3.76,US,1691585669
162,warrnambool,-38.3833,142.4833,14.07000000000005,82,100,7.19,AU,1691585669
163,rabo de peixe,37.8,-25.5833,23.730000000000018,94,40,8.75,PT,1691585669
164,padang,-0.9492,100.3543,28.03000000000003,87,89,1.2,ID,1691585669
165,newman,37.3138,-121.0208,16.810000000000002,89,0,0.89,US,1691585669
166,nadym,65.5333,72.5167,14.900000000000034,47,0,10.81,RU,1691585670
167,tongren,27.7172,109.1853,27.220000000000027,89,100,0.74,CN,1691585670
168,stuttgart,48.7823,9.177,21.78000000000003,71,20,6.69,DE,1691584918
169,kartaly,53.0522,60.6467,16.03000000000003,92,100,4.57,RU,1691585670
170,merizo village,13.2658,144.6691,27.310000000000002,97,100,5.19,GU,1691585670
171,general conesa,-40.1,-64.4333,10.830000000000041,45,100,6.31,AR,1691585670
172,shagonar,51.5333,92.8,19.150000000000034,78,98,1.72,RU,1691585670
173,karatuzskoye,53.6072,92.8667,20.620000000000005,65,52,2.15,RU,1691585670
174,dholka,22.7167,72.4667,31.210000000000036,64,100,4.54,IN,1691585670
175,willmar,45.1219,-95.0433,17.230000000000018,77,0,0.0,US,1691585671
176,selizharovo,56.8519,33.4487,20.54000000000002,56,100,3.89,RU,1691585671
177,san antonio de pale,-1.4014,5.6325,23.860000000000014,77,100,4.74,GQ,1691585671
178,port alfred,-33.5906,26.891,18.99000000000001,73,74,3.58,ZA,1691585671
179,manicore,-5.8092,-61.3003,32.110000000000014,48,8,0.94,BR,1691585671
180,khandyga,62.6667,135.6,13.730000000000018,63,4,1.15,RU,1691585671
181,mezhdurechensk,53.6942,88.0603,19.560000000000002,69,86,0.73,RU,1691585671
182,phan rang-thap cham,11.5667,108.9833,29.110000000000014,71,3,1.59,VN,1691585671
183,luderitz,-26.6481,15.1594,23.720000000000027,42,78,4.4,NA,1691585672
184,montevallo,33.1007,-86.8642,22.850000000000023,97,75,0.0,US,1691585672
185,yuzhno-kurilsk,44.0306,145.8556,19.82000000000005,99,100,4.78,RU,1691585672
186,fada,9.5667,8.3,24.670000000000016,77,86,3.15,NG,1691585672
187,kruisfontein,-34.0033,24.7314,18.27000000000004,63,89,6.83,ZA,1691585672
188,bathsheba,13.2167,-59.5167,26.340000000000032,94,40,4.12,BB,1691585672
189,charles town,39.289,-77.8597,25.210000000000036,70,0,2.57,US,1691585672
190,ta`u,-14.2336,-169.5144,26.82000000000005,76,6,4.98,AS,1691585672
